"Run Fondo";"run_adm";"run_fm_l";"entidad_nombre_fm";"nombre_corto";"vigencia";"estado";"tipo";"razon_social";"fecha_deposito";"fecha_ultima_modificacion";"fecha_inicio";"nro_fecha_resolucion";"fecha_cumplimiento";"fecha_termino";"num_registro"
"9066";"96530900-4";"9066-2";FONDO MUTUO BCI MERCADOS DESARROLLADOS GARANTIZADO;FM M.DES. GARANT;No Vigente;;"7-FM ESTRUCTURADO";BCI ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2015-07-30;2016-07-20;2014-05-05;-;2014-07-22;2016-12-06;FM140700
"9456";"96530900-4";"9456-0";FONDO MUTUO BCI PB US HIGH YIELD;FM BCI PB US HY;No Vigente;;"8-FM DIRIGIDO A INVERSIONISTAS CALIFICADOS";BCI ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2017-05-23;2017-08-22;2017-06-05;-;2018-05-22;2020-01-08;FM171197
"8674";"96530900-4";"8674-6";FONDO MUTUO BCI PERÚ;PERÚ;No Vigente;;"6-FM DE LIBRE INVERSION";BCI ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;;;;Res. 668 ();;2009-08-12;
"8762";"96530900-4";"8762-9";FONDO MUTUO BCI PERÚ;PERÚ;No Vigente;;"6-FM DE LIBRE INVERSION";BCI ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;;;;Res. 760 ();;2010-06-17;
"9875";"96530900-4";"9875-2";FONDO MUTUO BCI PORTAFOLIO ESTRUCTURADO 20;FM BCI PORT. EST. 20;No Vigente;;"7-FM ESTRUCTURADO";BCI ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2020-04-06;;2020-04-07;-;2020-04-13;2023-05-25;FM201620
"8148";"96530900-4";"8148-5";FONDO MUTUO BCI PORTAFOLIO MIXTO-25;PORTAFOLIO MIXTO-25;No Vigente;;"4-FM MIXTO";BCI ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;;;2000-03-27;Res. 43 (27/03/2000);2000-06-27;2008-06-17;
"8711";"96530900-4";"8711-4";FONDO MUTUO BCI RECUPERACIÓN GLOBAL;RECUPERACION GLOBAL;No Vigente;;"4-FM MIXTO";BCI ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;;;;Res. 211 ();;2010-02-03;
"8433";"96530900-4";"8433-6";FONDO MUTUO BCI REVALORIZACION;REVALORIZACION;No Vigente;;"7-FM ESTRUCTURADO";BCI ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;;;;Res. 194 ();;2007-01-17;
"8884";"96530900-4";"8884-6";FONDO MUTUO BCI RIQUEZAS NATURALES;RIQUEZAS NATURALES;No Vigente;;"4-FM MIXTO";BCI ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2011-08-16;2011-12-28;;Res. 379 ();;2012-02-24;FM110453
"8651";"96530900-4";"8651-7";FONDO MUTUO BCI RUSSKA GARANTIZADO;RUSSKA GARANTIZADO;No Vigente;;"7-FM ESTRUCTURADO";BCI ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;;;;Res. 520 ();;2009-04-03;
"8175";"96530900-4";"8175-2";FONDO MUTUO BCI SECTOR FARMACEUTICO Y BIOTECNOLOGIA;FARMACEUTICO;No Vigente;;"4-FM MIXTO";BCI ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;;;2000-11-10;Res. 318 (10/11/2000);2001-06-20;2008-01-04;
"8870";"96530900-4";"8870-6";FONDO MUTUO BCI SELECCION ANDINA;SELECCION ANDINA;No Vigente;;"4-FM MIXTO";BCI ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2015-07-30;2015-09-14;2011-11-08;Res. 264 (08/11/2011);2011-11-08;2018-04-17;FM110454
"8968";"96530900-4";"8968-0";FONDO MUTUO BCI SMALL & MID CAP LATAM;S&M CAP LATAM;No Vigente;;"5-FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION";BCI ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;2014-12-29;2015-07-30;2012-12-27;-;2013-01-03;2015-10-13;FM120601
"8149";"96530900-4";"8149-3";FONDO MUTUO BCI SOLIDEZ;SOLIDEZ;No Vigente;;"4-FM MIXTO";BCI ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;;;2000-03-27;Res. 43 (27/03/2000);2000-09-26;2006-01-06;
"8147";"96530900-4";"8147-7";FONDO MUTUO BCI TECNOLOGIA GLOBAL;TECNOLOGIA GLOBAL;No Vigente;;"4-FM MIXTO";BCI ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;;;2000-03-27;Res. 43 (27/03/2000);2000-04-20;2008-06-17;
"8516";"96530900-4";"8516-2";FONDO MUTUO BCI TECNOLOGÍA;TECNOLOGIA;No Vigente;;"4-FM MIXTO";BCI ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;;;;Res. 375 ();;2008-02-29;
"9946";"96767630-6";"9946-5";FONDO MUTUO BEST COUPON EMERGENTE;COUPON EMERGENTE;No Vigente;Liquidado;"8-FM DIRIGIDO A INVERSIONISTAS CALIFICADOS";BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;2020-10-28;;2020-11-12;-;2020-12-07;2022-06-23;FM201692
"9864";"96767630-6";"9864-7";FONDO MUTUO BEST COUPON EUROPE;BEST COUPON EUROPE;No Vigente;Liquidado;"8-FM DIRIGIDO A INVERSIONISTAS CALIFICADOS";BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;2020-02-25;;2020-03-05;-;2020-03-27;2021-09-30;FM201609
"9884";"96767630-6";"9884-1";FONDO MUTUO BEST COUPON USA;BEST COUPON USA;No Vigente;Liquidado;"8-FM DIRIGIDO A INVERSIONISTAS CALIFICADOS";BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;2020-05-19;;2020-05-20;-;2020-05-26;2021-12-06;FM201629
"8217";"96815680-2";"8217-1";FONDO MUTUO BHIF RENTAMED FIJO;RENTAMED FIJO;No Vigente;;"1-FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 90 DIAS";SCOTIA AZUL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;;;;Res. 197 ();;2001-08-16;
"8218";"96815680-2";"8218-K";FONDO MUTUO BHIF RENTAMED MIXTO;RENTAMED MIXTO;No Vigente;;"4-FM MIXTO";SCOTIA AZUL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.;;;;Res. 197 ();;2001-08-16;
"9691";"76930984-5";"9691-1";FONDO MUTUO BI RENTA A PLAZO;BI RENTA A PLAZO;No Vigente;;"6-FM DE LIBRE INVERSION";BANCO INTERNACIONAL ADMINISTRADORA GENERAL DE FONDOS S.A.;2018-11-26;;2018-12-05;-;2018-12-07;2020-03-10;FM181436
"8725";"96514410-2";"8725-4";FONDO MUTUO BICE ACCIONES BRASIL;BICE ACCIONES BRASIL;No Vigente;;"6-FM DE LIBRE INVERSION";BICE INVERSIONES ADMINISTRADORA GENERAL DE FONDOS S.A.;2017-10-11;2019-03-13;2009-07-01;Res. 350 (01/07/2009);2009-07-20;2021-12-17;FM110340
"8046";"96514410-2";"8046-2";FONDO MUTUO BICE ACCIONES CHILE;BICE ACCIONES CHILE;No Vigente;;"5-FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION";BICE INVERSIONES ADMINISTRADORA GENERAL DE FONDOS S.A.;2017-10-11;2019-03-13;1992-03-04;Res. 33 (04/03/1992);1992-03-04;2020-09-04;FM110333
"8935";"96514410-2";"8935-4";FONDO MUTUO BICE ACCIONES COLOMBIA;BICE COLOMBIA;No Vigente;;"6-FM DE LIBRE INVERSION";BICE INVERSIONES ADMINISTRADORA GENERAL DE FONDOS S.A.;2017-10-11;2019-03-13;2012-06-13;-;2012-06-13;2021-12-17;FM120568
"8801";"96514410-2";"8801-3";FONDO MUTUO BICE ACCIONES MÉXICO;BICE ACCIONES MÉXICO;No Vigente;;"6-FM DE LIBRE INVERSION";BICE INVERSIONES ADMINISTRADORA GENERAL DE FONDOS S.A.;2017-10-11;2019-03-13;2010-07-05;Res. 369 (05/07/2010);2010-07-29;2021-12-17;FM110352
"8937";"96514410-2";"8937-0";FONDO MUTUO BICE ACCIONES PERÚ;BICE ACCIONES PERÚ;No Vigente;;"6-FM DE LIBRE INVERSION";BICE INVERSIONES ADMINISTRADORA GENERAL DE FONDOS S.A.;2017-10-11;2019-03-13;2012-07-05;-;2012-07-05;2021-12-17;FM120570
"8636";"96514410-2";"8636-3";FONDO MUTUO BICE BELO HORIZONTE GARANTIZADO;BELO HORIZONTE G.;No Vigente;;"7-FM ESTRUCTURADO";BICE INVERSIONES ADMINISTRADORA GENERAL DE FONDOS S.A.;;;2008-07-28;Res. 451 (28/07/2008);2008-08-04;2010-03-17;
"8190";"96514410-2";"8190-6";FONDO MUTUO BICE BONOS LATAM;BICE EXTRA DOLAR;No Vigente;;"3-FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO";BICE INVERSIONES ADMINISTRADORA GENERAL DE FONDOS S.A.;;;2001-10-16;Res. 202 (16/10/2001);2001-10-22;2009-10-02;
"8656";"96514410-2";"8656-8";FONDO MUTUO BICE BRASIL;BRASIL;No Vigente;;"6-FM DE LIBRE INVERSION";BICE INVERSIONES ADMINISTRADORA GENERAL DE FONDOS S.A.;;;;Res. 525 ();;2009-05-05;
"8655";"96514410-2";"8655-K";FONDO MUTUO BICE COLOMBIA;COLOMBIA;No Vigente;;"6-FM DE LIBRE INVERSION";BICE INVERSIONES ADMINISTRADORA GENERAL DE FONDOS S.A.;;;;Res. 524 ();;2009-04-28;
"8126";"96514410-2";"8126-4";FONDO MUTUO BICE DREYFUS VITAE;VITAE;No Vigente;;"3-FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO";BICE INVERSIONES ADMINISTRADORA GENERAL DE FONDOS S.A.;;;1998-12-04;Res. 330 (04/12/1998);1999-01-06;2000-12-14;
"8975";"96514410-2";"8975-3";FONDO MUTUO BICE EE.UU.;BICE EE.UU.;No Vigente;;"5-FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION";BICE INVERSIONES ADMINISTRADORA GENERAL DE FONDOS S.A.;2014-12-09;2015-07-09;2013-03-12;-;2013-03-22;2015-09-16;FM130608
"9728";"96514410-2";"9728-4";FONDO MUTUO BICE ESTRUCTURADO 108;ESTRUCTURADO 108;No Vigente;Liquidado;"7-FM ESTRUCTURADO";BICE INVERSIONES ADMINISTRADORA GENERAL DE FONDOS S.A.;2019-03-14;;2019-03-15;-;2019-03-19;2021-04-30;FM191473
"8647";"96514410-2";"8647-9";FONDO MUTUO BICE PERÚ;PERU;No Vigente;;"6-FM DE LIBRE INVERSION";BICE INVERSIONES ADMINISTRADORA GENERAL DE FONDOS S.A.;;;;Res. 515 ();;2009-05-05;
"8944";"96514410-2";"8944-3";FONDO MUTUO BICE TENDENCIAS;BICE TENDENCIAS;No Vigente;;"6-FM DE LIBRE INVERSION";BICE INVERSIONES ADMINISTRADORA GENERAL DE FONDOS S.A.;2017-10-11;2021-01-18;2012-08-01;-;2012-08-24;2021-04-30;FM120577
"9086";"96514410-2";"9086-7";FONDO MUTUO BICE TENDENCIAS DEUDA;TENDENCIAS DEUDA;No Vigente;Liquidado;"6-FM DE LIBRE INVERSION";BICE INVERSIONES ADMINISTRADORA GENERAL DE FONDOS S.A.;2017-10-11;2018-06-18;2014-11-12;-;2015-04-09;2018-08-31;FM140732
"8085";"96514410-2";"8085-3";FONDO MUTUO BICE VITAE;VITAE;No Vigente;;"4-FM MIXTO";BICE INVERSIONES ADMINISTRADORA GENERAL DE FONDOS S.A.;;;1996-01-02;Res. 253 (02/01/1996);1996-01-02;1998-12-03;
"8783";"96767630-6";"8783-1";FONDO MUTUO BIENES RAÍCES USA GARANTIZADO;BIENES RAICES USA G;No Vigente;;"7-FM ESTRUCTURADO";BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;;;;Res. 179 ();;2010-11-30;
"8335";"96767630-6";"8335-6";FONDO MUTUO BONSAI 106 GARANTIZADO;BONSAI 106 GARANTIZA;No Vigente;;"7-FM ESTRUCTURADO";BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;;;2004-11-22;Res. 526 (22/11/2004);2004-11-23;2008-07-01;
"9585";"96767630-6";"9585-0";FONDO MUTUO BOOSTER ACCIONES BRASIL;FM BOOSTER BRASIL;No Vigente;Liquidado;"8-FM DIRIGIDO A INVERSIONISTAS CALIFICADOS";BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;2018-02-28;;2018-03-06;-;2018-03-14;2020-03-22;FM181327
"9714";"96767630-6";"9714-4";FONDO MUTUO BOOSTER ACCIONES BRASIL II;BOOSTER BRASIL II;No Vigente;;"8-FM DIRIGIDO A INVERSIONISTAS CALIFICADOS";BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;2019-01-25;;2019-01-30;-;2019-02-08;2020-02-21;FM191459
"9839";"96767630-6";"9839-6";FONDO MUTUO BOOSTER ACCIONES BRASIL III;BOOSTER BRASIL III;No Vigente;Liquidado;"8-FM DIRIGIDO A INVERSIONISTAS CALIFICADOS";BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;2019-11-20;;2019-11-25;-;2019-12-04;2021-12-17;FM191584
"9447";"96767630-6";"9447-1";FONDO MUTUO BOOSTER ACCIONES EMERGENTE;BOOST ACC EMERGENTE;No Vigente;;"7-FM ESTRUCTURADO";BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;2017-04-26;;2017-05-02;-;2017-05-04;2018-11-05;FM171188
"9519";"96767630-6";"9519-2";FONDO MUTUO BOOSTER ACCIONES EMERGENTES II;ACCIONES EMERGENTES;No Vigente;;"8-FM DIRIGIDO A INVERSIONISTAS CALIFICADOS";BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;2017-09-28;;2017-10-05;-;2017-10-12;2019-06-07;FM171260
"9673";"96767630-6";"9673-3";FONDO MUTUO BOOSTER ACCIONES EMERGENTES III;BOOSTER A EMERG III;No Vigente;;"8-FM DIRIGIDO A INVERSIONISTAS CALIFICADOS";BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;2018-10-19;;2018-10-25;-;2018-11-13;2020-11-12;FM181418
"9285";"96767630-6";"9285-1";FONDO MUTUO BOOSTER ACCIONES ESTADOS UNIDOS;BOOSTER ACCIONES USA;No Vigente;;"8-FM DIRIGIDO A INVERSIONISTAS CALIFICADOS";BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;2016-01-15;;2016-01-19;-;2016-02-11;2018-02-09;FM161026
"9286";"96767630-6";"9286-K";FONDO MUTUO BOOSTER ACCIONES EUROPA;BOOSTER ACCIONES EUR;No Vigente;;"8-FM DIRIGIDO A INVERSIONISTAS CALIFICADOS";BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;2016-01-15;;2016-01-22;-;2016-02-10;2017-08-08;FM161027
"9487";"96767630-6";"9487-0";FONDO MUTUO BOOSTER ACCIONES EUROPA II;BOOSTER ACC EUR II;No Vigente;;"7-FM ESTRUCTURADO";BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;2017-07-27;;2017-07-31;-;2017-08-02;2019-02-04;FM171228
"9672";"96767630-6";"9672-5";FONDO MUTUO BOOSTER ACCIONES EUROPA III;BOOSTER AE III;No Vigente;;"8-FM DIRIGIDO A INVERSIONISTAS CALIFICADOS";BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;2018-10-19;;2018-11-12;-;2018-11-15;2020-11-12;FM181417
"9321";"96767630-6";"9321-1";FONDO MUTUO BOOSTER ACCIONES JAPÓN;BOOSTER JAPON ACCION;No Vigente;;"8-FM DIRIGIDO A INVERSIONISTAS CALIFICADOS";BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;2016-05-06;;2016-05-18;-;2016-05-31;2017-11-22;FM161062
"9547";"96767630-6";"9547-8";FONDO MUTUO BOOSTER ACCIONES JAPÓN II;FMBAJ II;No Vigente;;"8-FM DIRIGIDO A INVERSIONISTAS CALIFICADOS";BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;2017-11-24;;2017-12-05;-;2017-12-14;2019-06-10;FM171289
"8880";"96767630-6";"8880-3";FONDO MUTUO BOOSTER ADVANTAGE I;BOOSTER ADVANTAGE I;No Vigente;;"7-FM ESTRUCTURADO";BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;2011-07-27;;;Res. 321 ();;2012-04-03;FM110225
"9047";"96767630-6";"9047-6";FONDO MUTUO BOOSTER ASIA EMERGENTE;BOOSTER ASIA EMERGEN;No Vigente;;"8-FM DIRIGIDO A INVERSIONISTAS CALIFICADOS";BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;2014-01-07;2015-03-06;2014-01-13;-;2014-01-20;2016-01-11;FM140681
"8869";"96767630-6";"8869-2";FONDO MUTUO BOOSTER AUSTRALIA;BOOSTER AUSTRALIA;No Vigente;;"8-FM DIRIGIDO A INVERSIONISTAS CALIFICADOS";BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;2011-07-27;;2011-06-06;Res. 262 (06/06/2011);2011-07-28;2013-01-21;FM110166
"8921";"96767630-6";"8921-4";FONDO MUTUO BOOSTER BALANCED CHILE;BOOSTER BALANCED;No Vigente;;"8-FM DIRIGIDO A INVERSIONISTAS CALIFICADOS";BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;2012-03-15;;2012-03-29;-;2012-04-18;2014-05-04;FM120554
"8920";"96767630-6";"8920-6";FONDO MUTUO BOOSTER BRASIL 2014;BOOSTER BRASIL;No Vigente;;"8-FM DIRIGIDO A INVERSIONISTAS CALIFICADOS";BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;2012-03-14;;;-;;2013-04-26;FM120553
"8909";"96767630-6";"8909-5";FONDO MUTUO BOOSTER CHILE;BOOSTER CHILE;No Vigente;;"8-FM DIRIGIDO A INVERSIONISTAS CALIFICADOS";BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;2011-12-16;2012-01-02;2011-12-23;-;2012-01-03;2013-12-23;FM110538
"8752";"96767630-6";"8752-1";FONDO MUTUO BOOSTER CHINA;BOOSTER CHINA;No Vigente;;"8-FM DIRIGIDO A INVERSIONISTAS CALIFICADOS";BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;2011-07-27;;2009-10-26;Res. 615 (26/10/2009);2009-12-14;2011-12-17;FM110155
"9011";"96980650-9";"9011-5";FONDO MUTUO CORP INVESTMENT A;INVESTMENT A;No Vigente;;"4-FM MIXTO";ITAU ADMINISTRADORA GENERAL DE FONDOS S.A.;2015-03-03;2016-12-16;2013-08-24;-;2013-08-24;2018-05-27;FM130644
"8985";"96767630-6";"8985-0";FONDO MUTUO BOOSTER CHINA STOCKS;BOOSTER CHINA STOCKS;No Vigente;;"8-FM DIRIGIDO A INVERSIONISTAS CALIFICADOS";BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;2013-04-02;2013-07-04;2013-04-08;-;2013-04-16;2014-10-13;FM130618
"9083";"96767630-6";"9083-2";FONDO MUTUO BOOSTER CHINA STOCKS II;BOOSTER CHINA II;No Vigente;;"8-FM DIRIGIDO A INVERSIONISTAS CALIFICADOS";BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;2014-10-14;;2014-10-16;-;2014-10-22;2016-04-18;FM140725
"10034";"96767630-6";"10034-K";FONDO MUTUO BOOSTER CLEAN ENERGY;BOOSTER CLEAN ENERGY;No Vigente;Liquidado;"8-FM DIRIGIDO A INVERSIONISTAS CALIFICADOS";BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;2021-03-22;;2021-03-26;-;2021-03-30;2022-10-14;FM211786
"8803";"96767630-6";"8803-K";FONDO MUTUO BOOSTER COMMODITIES;BOOSTER COMMODITIES;No Vigente;;"8-FM DIRIGIDO A INVERSIONISTAS CALIFICADOS";BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;;;;Res. 386 ();;2011-06-01;
"8972";"96767630-6";"8972-9";FONDO MUTUO BOOSTER EUROPA;BOOSTER EUROPA;No Vigente;;"8-FM DIRIGIDO A INVERSIONISTAS CALIFICADOS";BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;2013-01-28;;2013-01-31;-;2013-02-01;2014-07-28;FM130605
"9070";"96767630-6";"9070-0";FONDO MUTUO BOOSTER EUROPA II;BOOSTER EUROPA II;No Vigente;;"8-FM DIRIGIDO A INVERSIONISTAS CALIFICADOS";BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;2014-07-23;;2014-08-01;-;2014-08-07;2016-02-02;FM140706
"8751";"96767630-6";"8751-3";FONDO MUTUO BOOSTER INDIA;BOOSTER INDIA;No Vigente;;"8-FM DIRIGIDO A INVERSIONISTAS CALIFICADOS";BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;;;;Res. 614 ();;2010-05-26;
"10085";"96767630-6";"10085-4";FONDO MUTUO BOOSTER INNOVATION;FM INNOVATION;No Vigente;Liquidado;"8-FM DIRIGIDO A INVERSIONISTAS CALIFICADOS";BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;2021-05-26;;2021-06-04;-;2021-06-15;2022-12-29;FM211841
"9059";"96767630-6";"9059-K";FONDO MUTUO BOOSTER JAPON;BOOSTER JAPON;No Vigente;;"8-FM DIRIGIDO A INVERSIONISTAS CALIFICADOS";BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;2014-03-14;2015-03-06;2014-03-18;-;2014-03-28;2016-03-26;FM140693
"8867";"96767630-6";"8867-6";FONDO MUTUO BOOSTER MÉXICO;BOOSTER MÉXICO;No Vigente;;"8-FM DIRIGIDO A INVERSIONISTAS CALIFICADOS";BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;2011-07-27;;;Res. 258 ();;2012-04-03;FM110226
"9234";"96767630-6";"9234-7";FONDO MUTUO BOOSTER REAL ESTATE EUROPE;REAL ESTATE EUROPE;No Vigente;;"8-FM DIRIGIDO A INVERSIONISTAS CALIFICADOS";BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;2015-09-15;;2015-09-24;-;2015-10-13;2017-10-09;FM150975
"8973";"96767630-6";"8973-7";FONDO MUTUO BOOSTER REAL ESTATE USA;BOOSTER REAL ESTATE;No Vigente;;"8-FM DIRIGIDO A INVERSIONISTAS CALIFICADOS";BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;2013-01-28;;2013-01-31;-;2013-02-01;2015-01-24;FM130606
"8866";"96767630-6";"8866-8";FONDO MUTUO BOOSTER SMALL CAP USA;BOOSTER SMAL CAP USA;No Vigente;;"8-FM DIRIGIDO A INVERSIONISTAS CALIFICADOS";BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;2011-07-27;;2011-06-06;Res. 257 (06/06/2011);2011-07-28;2013-01-21;FM110165
"9218";"96767630-6";"9218-5";FONDO MUTUO BOOSTER USA PESOS;BOOSTER USA;No Vigente;;"8-FM DIRIGIDO A INVERSIONISTAS CALIFICADOS";BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;2015-07-29;;2015-08-04;-;2015-08-06;2017-08-03;FM150959
"8835";"96767630-6";"8835-8";FONDO MUTUO BRASIL SMALL CAP;BRASIL SMALL CAP;No Vigente;;"6-FM DE LIBRE INVERSION";BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;2011-07-27;;;Res. 26 ();;2011-11-07;FM110227
"8538";"96930850-9";"8538-3";FONDO MUTUO BRAZIL;BRAZIL;No Vigente;;"8-FM DIRIGIDO A INVERSIONISTAS CALIFICADOS";CONSORCIO S.A. ADMINISTRADORA GENERAL DE FONDOS;;;2007-12-13;Res. 528 (13/12/2007);2007-12-13;2008-08-16;
"8830";"96767630-6";"8830-7";FONDO MUTUO BRIC ACCIONARIO;BRIC ACCIONARIO;No Vigente;;"5-FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION";BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;2013-09-04;2014-11-11;2011-01-25;Res. 708 (25/01/2011);2011-02-01;2016-05-19;FM110204
"8733";"96767630-6";"8733-5";FONDO MUTUO BRIC-2 GARANTIZADO;BRIC-2 GARANTIZADO;No Vigente;;"7-FM ESTRUCTURADO";BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;;;;Res. 444 ();;2010-02-12;
"8415";"96767630-6";"8415-8";FONDO MUTUO BRICS GARANTIZADO;BRICS GARANTIZADO;No Vigente;;"7-FM ESTRUCTURADO";BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;;;2006-03-13;Res. 84 (13/03/2006);2006-03-15;2009-07-01;
"8760";"96767630-6";"8760-2";FONDO MUTUO BROADWAY GARANTIZADO;BROADWAY GARANTIZADO;No Vigente;;"7-FM ESTRUCTURADO";BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;;;;Res. 754 ();;2010-05-26;
"8939";"76034728-0";"8939-7";FONDO MUTUO BRZ BRAZILIAN EQUITIES;BRZ;No Vigente;;"8-FM DIRIGIDO A INVERSIONISTAS CALIFICADOS";HMC S.A. ADMINISTRADORA GENERAL DE FONDOS;2013-04-08;2013-04-19;2012-08-31;-;2012-10-21;2014-08-13;FM120572
"8373";"96966250-7";"8373-9";FONDO MUTUO BTG PACTUAL ACCIONES ASIA EMERGENTE;ACC. ASIA EMERGENTE;No Vigente;;"5-FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION";BTG PACTUAL CHILE S.A. ADMINISTRADORA GENERAL DE FONDOS;2020-08-07;2021-09-13;2005-06-14;Res. 365 (14/06/2005);2005-06-20;2023-08-01;FM110090
"8728";"96966250-7";"8728-9";FONDO MUTUO BTG PACTUAL ACCIONES EUROPA EMERGENTE;ACC EUROPA EMERGENTE;No Vigente;;"5-FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION";BTG PACTUAL CHILE S.A. ADMINISTRADORA GENERAL DE FONDOS;2013-02-25;2013-08-05;2009-10-08;Res. 423 (08/10/2009);2009-10-09;2013-09-29;FM110092
"9204";"96966250-7";"9204-5";FONDO MUTUO BTG PACTUAL ACCIONES EUROPEAS;ACCIONES EUROPEAS;No Vigente;;"5-FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION";BTG PACTUAL CHILE S.A. ADMINISTRADORA GENERAL DE FONDOS;2015-06-18;;;-;;2016-01-29;FM150945
"9000";"96966250-7";"9000-K";FONDO MUTUO BTG PACTUAL ANDINO;BTG ANDINO;No Vigente;Liquidado;"5-FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION";BTG PACTUAL CHILE S.A. ADMINISTRADORA GENERAL DE FONDOS;2015-02-11;2016-12-23;2013-07-02;-;2013-07-02;2017-02-08;FM130633
"10030";"96966250-7";"10030-7";FONDO MUTUO BTG PACTUAL AUDAZ OJOS DEL SALADO;BTG PACTUAL AUDAZ;No Vigente;;"6-FM DE LIBRE INVERSION";BTG PACTUAL CHILE S.A. ADMINISTRADORA GENERAL DE FONDOS;2021-03-15;2022-04-19;2021-04-05;-;;2023-01-18;FM211779
